Year,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2022,Oregon,Male,85 years and over,496.0,5466.0,414.0,21.0
2022,Oregon,Female,Under 1 year,0.0,76.0,0.0,0.0
2022,Oregon,Female,1-4 years,0.0,21.0,0.0,0.0
2022,Oregon,Female,5-14 years,0.0,27.0,0.0,0.0
2022,Oregon,Female,15-24 years,0.0,104.0,0.0,0.0
2022,Oregon,Female,25-34 years,11.0,296.0,10.0,0.0
2022,Oregon,Female,35-44 years,23.0,442.0,22.0,0.0
2022,Oregon,Female,45-54 years,40.0,820.0,42.0,0.0
2022,Oregon,Female,55-64 years,115.0,1949.0,141.0,0.0
2022,Oregon,Female,65-74 years,229.0,3914.0,254.0,28.0
2022,Oregon,Female,75-84 years,334.0,5426.0,313.0,21.0
2023,Oregon,Male,Under 1 year,0.0,76.0,0.0,0.0
2023,Oregon,Male,1-4 years,0.0,17.0,0.0,0.0
2023,Oregon,Male,5-14 years,0.0,25.0,0.0,0.0
2023,Oregon,Male,15-24 years,0.0,220.0,0.0,0.0
2023,Oregon,Male,25-34 years,0.0,517.0,0.0,0.0
2023,Oregon,Male,35-44 years,0.0,699.0,12.0,0.0
2023,Oregon,Male,45-54 years,0.0,931.0,26.0,0.0
2023,Oregon,Male,55-64 years,23.0,1906.0,70.0,0.0
2023,Oregon,Male,65-74 years,63.0,3506.0,207.0,0.0
2023,Oregon,Male,75-84 years,110.0,4152.0,246.0,0.0
2023,Oregon,Male,85 years and over,120.0,3397.0,207.0,0.0
2023,Oregon,Female,Under 1 year,0.0,57.0,0.0,0.0
2023,Oregon,Female,1-4 years,0.0,0.0,0.0,0.0
2023,Oregon,Female,5-14 years,0.0,10.0,0.0,0.0
2023,Oregon,Female,15-24 years,0.0,79.0,0.0,0.0
2023,Oregon,Female,25-34 years,0.0,169.0,0.0,0.0
2023,Oregon,Female,35-44 years,0.0,322.0,0.0,0.0
2023,Oregon,Female,45-54 years,0.0,565.0,20.0,0.0
2023,Oregon,Female,55-64 years,18.0,1264.0,63.0,0.0
2023,Oregon,Female,65-74 years,37.0,2423.0,134.0,0.0
2023,Oregon,Female,75-84 years,87.0,3763.0,202.0,10.0
2023,Oregon,Female,85 years and over,145.0,5021.0,199.0,11.0
2020,Pennsylvania,Male,Under 1 year,0.0,417.0,0.0,0.0
2020,Pennsylvania,Male,1-4 years,0.0,81.0,0.0,0.0
2020,Pennsylvania,Male,5-14 years,0.0,121.0,0.0,0.0
2020,Pennsylvania,Male,15-24 years,12.0,960.0,12.0,0.0
2020,Pennsylvania,Male,25-34 years,47.0,2187.0,51.0,0.0
2020,Pennsylvania,Male,35-44 years,92.0,2594.0,90.0,0.0
2020,Pennsylvania,Male,45-54 years,305.0,4620.0,248.0,11.0
2020,Pennsylvania,Male,55-64 years,977.0,11093.0,838.0,30.0
2020,Pennsylvania,Male,65-74 years,1977.0,16979.0,1707.0,32.0
2020,Pennsylvania,Male,75-84 years,2732.0,19556.0,2274.0,45.0
2020,Pennsylvania,Male,85 years and over,2977.0,20311.0,2106.0,32.0
2020,Pennsylvania,Female,Under 1 year,0.0,349.0,0.0,0.0
2020,Pennsylvania,Female,1-4 years,0.0,70.0,0.0,0.0
2020,Pennsylvania,Female,5-14 years,0.0,68.0,0.0,0.0
2020,Pennsylvania,Female,15-24 years,0.0,300.0,10.0,0.0
2020,Pennsylvania,Female,25-34 years,13.0,864.0,25.0,0.0
2020,Pennsylvania,Female,35-44 years,43.0,1347.0,60.0,0.0
2020,Pennsylvania,Female,45-54 years,170.0,2752.0,169.0,0.0
2020,Pennsylvania,Female,55-64 years,547.0,7006.0,566.0,32.0
2020,Pennsylvania,Female,65-74 years,1342.0,12408.0,1136.0,21.0
2020,Pennsylvania,Female,75-84 years,2309.0,18312.0,1632.0,51.0
2021,Pennsylvania,Male,Under 1 year,0.0,397.0,0.0,0.0
2021,Pennsylvania,Male,1-4 years,0.0,90.0,0.0,0.0
2021,Pennsylvania,Male,5-14 years,0.0,144.0,0.0,0.0
2021,Pennsylvania,Male,15-24 years,24.0,1008.0,17.0,0.0
2021,Pennsylvania,Male,25-34 years,97.0,2234.0,79.0,0.0
2021,Pennsylvania,Male,35-44 years,288.0,2996.0,186.0,0.0
2021,Pennsylvania,Male,45-54 years,765.0,5055.0,536.0,0.0
2021,Pennsylvania,Male,55-64 years,1774.0,11962.0,1347.0,0.0
2021,Pennsylvania,Male,65-74 years,2854.0,18566.0,2349.0,0.0
2021,Pennsylvania,Male,75-84 years,2883.0,19613.0,2485.0,0.0
2021,Pennsylvania,Male,85 years and over,2533.0,19129.0,2075.0,0.0
2021,Pennsylvania,Female,Under 1 year,0.0,380.0,0.0,0.0
2021,Pennsylvania,Female,1-4 years,0.0,57.0,0.0,0.0
2021,Pennsylvania,Female,5-14 years,0.0,100.0,0.0,0.0
2021,Pennsylvania,Female,15-24 years,24.0,363.0,17.0,0.0
2021,Pennsylvania,Female,25-34 years,59.0,912.0,40.0,0.0
2021,Pennsylvania,Female,35-44 years,188.0,1576.0,137.0,0.0
2021,Pennsylvania,Female,45-54 years,503.0,3121.0,368.0,0.0
2021,Pennsylvania,Female,55-64 years,1132.0,7636.0,961.0,0.0
2021,Pennsylvania,Female,65-74 years,1984.0,13187.0,1676.0,0.0
2021,Pennsylvania,Female,75-84 years,2290.0,18021.0,1855.0,0.0
2021,Pennsylvania,Female,85 years and over,3135.0,29687.0,2221.0,10.0
2022,Pennsylvania,Male,Under 1 year,0.0,431.0,0.0,0.0
2022,Pennsylvania,Male,1-4 years,0.0,88.0,0.0,0.0
2022,Pennsylvania,Male,5-14 years,0.0,138.0,0.0,0.0
2022,Pennsylvania,Male,15-24 years,21.0,889.0,13.0,0.0
2022,Pennsylvania,Male,25-34 years,48.0,1982.0,52.0,0.0
2022,Pennsylvania,Male,35-44 years,107.0,2754.0,102.0,0.0
2022,Pennsylvania,Male,45-54 years,325.0,4164.0,263.0,0.0
2022,Pennsylvania,Male,55-64 years,845.0,10662.0,758.0,32.0
2022,Pennsylvania,Male,65-74 years,1365.0,16674.0,1375.0,41.0
2022,Pennsylvania,Male,75-84 years,1736.0,19259.0,1680.0,49.0
2022,Pennsylvania,Male,85 years and over,1716.0,18188.0,1545.0,42.0
2022,Pennsylvania,Female,Under 1 year,0.0,356.0,0.0,0.0
2022,Pennsylvania,Female,1-4 years,0.0,62.0,0.0,0.0
2022,Pennsylvania,Female,5-14 years,0.0,100.0,0.0,0.0
2022,Pennsylvania,Female,15-24 years,12.0,325.0,10.0,0.0
2022,Pennsylvania,Female,25-34 years,31.0,810.0,29.0,0.0
2022,Pennsylvania,Female,35-44 years,91.0,1461.0,78.0,0.0
2022,Pennsylvania,Female,45-54 years,214.0,2759.0,212.0,0.0
2022,Pennsylvania,Female,55-64 years,642.0,6959.0,567.0,26.0
2022,Pennsylvania,Female,65-74 years,988.0,12357.0,1038.0,27.0
2022,Pennsylvania,Female,75-84 years,1393.0,17988.0,1288.0,61.0
2022,Pennsylvania,Female,85 years and over,2086.0,29342.0,1668.0,77.0
2023,Pennsylvania,Male,Under 1 year,0.0,289.0,0.0,0.0
2023,Pennsylvania,Male,1-4 years,0.0,40.0,0.0,0.0
2023,Pennsylvania,Male,5-14 years,0.0,91.0,0.0,0.0
2023,Pennsylvania,Male,15-24 years,0.0,622.0,0.0,0.0
2023,Pennsylvania,Male,25-34 years,0.0,1197.0,24.0,0.0
2023,Pennsylvania,Male,35-44 years,14.0,1694.0,47.0,0.0
2023,Pennsylvania,Male,45-54 years,24.0,2755.0,109.0,0.0
2023,Pennsylvania,Male,55-64 years,85.0,6618.0,286.0,0.0
2023,Pennsylvania,Male,65-74 years,209.0,11264.0,644.0,17.0
2023,Pennsylvania,Male,75-84 years,411.0,12790.0,840.0,23.0
2023,Pennsylvania,Female,Under 1 year,0.0,214.0,0.0,0.0
2023,Pennsylvania,Female,1-4 years,0.0,40.0,0.0,0.0
2023,Pennsylvania,Female,5-14 years,0.0,58.0,0.0,0.0
2023,Pennsylvania,Female,15-24 years,0.0,174.0,0.0,0.0
2023,Pennsylvania,Female,25-34 years,0.0,495.0,21.0,0.0
2023,Pennsylvania,Female,35-44 years,0.0,933.0,31.0,0.0
2023,Pennsylvania,Female,45-54 years,23.0,1618.0,77.0,0.0
2023,Pennsylvania,Female,55-64 years,77.0,4316.0,234.0,10.0
2023,Pennsylvania,Female,65-74 years,165.0,8138.0,451.0,12.0
2023,Pennsylvania,Female,75-84 years,366.0,12389.0,675.0,29.0
2023,Pennsylvania,Female,85 years and over,587.0,19297.0,961.0,30.0
2020,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0
2020,Rhode Island,Male,5-14 years,0.0,10.0,0.0,0.0
2020,Rhode Island,Male,15-24 years,0.0,59.0,0.0,0.0
2020,Rhode Island,Male,25-34 years,0.0,131.0,0.0,0.0
2020,Rhode Island,Male,35-44 years,14.0,179.0,0.0,0.0
2020,Rhode Island,Male,45-54 years,21.0,339.0,19.0,0.0
2020,Rhode Island,Male,55-64 years,92.0,851.0,77.0,0.0
2020,Rhode Island,Male,65-74 years,204.0,1219.0,145.0,0.0
2020,Rhode Island,Male,75-84 years,262.0,1423.0,195.0,0.0
2020,Rhode Island,Male,85 years and over,333.0,1795.0,231.0,0.0
2020,Rhode Island,Female,Under 1 year,0.0,24.0,0.0,0.0
2020,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0
2020,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0
2020,Rhode Island,Female,15-24 years,0.0,15.0,0.0,0.0
2020,Rhode Island,Female,25-34 years,0.0,51.0,0.0,0.0
2020,Rhode Island,Female,35-44 years,0.0,98.0,0.0,0.0
2020,Rhode Island,Female,45-54 years,16.0,182.0,17.0,0.0
2020,Rhode Island,Female,55-64 years,41.0,527.0,49.0,0.0
2020,Rhode Island,Female,65-74 years,140.0,838.0,107.0,0.0
2020,Rhode Island,Female,75-84 years,233.0,1395.0,164.0,0.0
2020,Rhode Island,Female,85 years and over,552.0,2978.0,278.0,0.0
2021,Rhode Island,Male,Under 1 year,0.0,26.0,0.0,0.0
2021,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0
2021,Rhode Island,Male,5-14 years,0.0,11.0,0.0,0.0
2021,Rhode Island,Male,15-24 years,0.0,61.0,0.0,0.0
2021,Rhode Island,Male,25-34 years,0.0,153.0,0.0,0.0
2021,Rhode Island,Male,35-44 years,0.0,182.0,0.0,0.0
2021,Rhode Island,Male,45-54 years,39.0,356.0,32.0,0.0
2021,Rhode Island,Male,55-64 years,103.0,842.0,77.0,0.0
2021,Rhode Island,Male,65-74 years,156.0,1267.0,129.0,0.0
2021,Rhode Island,Male,75-84 years,158.0,1407.0,162.0,0.0
2021,Rhode Island,Male,85 years and over,166.0,1516.0,159.0,0.0
2021,Rhode Island,Female,Under 1 year,0.0,24.0,0.0,0.0
2021,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0
2021,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0
2021,Rhode Island,Female,15-24 years,0.0,27.0,0.0,0.0
2021,Rhode Island,Female,25-34 years,0.0,68.0,0.0,0.0
2021,Rhode Island,Female,35-44 years,0.0,103.0,10.0,0.0
2021,Rhode Island,Female,45-54 years,18.0,217.0,22.0,0.0
2021,Rhode Island,Female,55-64 years,44.0,528.0,45.0,0.0
2021,Rhode Island,Female,65-74 years,114.0,924.0,94.0,0.0
2021,Rhode Island,Female,75-84 years,138.0,1331.0,109.0,0.0
2021,Rhode Island,Female,85 years and over,258.0,2581.0,184.0,0.0
2022,Rhode Island,Male,Under 1 year,0.0,29.0,0.0,0.0
2022,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0
2022,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0
2022,Rhode Island,Male,15-24 years,0.0,50.0,0.0,0.0
2022,Rhode Island,Male,25-34 years,0.0,131.0,0.0,0.0
2022,Rhode Island,Male,35-44 years,0.0,209.0,0.0,0.0
2022,Rhode Island,Male,45-54 years,23.0,321.0,29.0,0.0
2022,Rhode Island,Male,55-64 years,46.0,716.0,42.0,0.0
2022,Rhode Island,Male,65-74 years,77.0,1197.0,58.0,0.0
2022,Rhode Island,Male,75-84 years,107.0,1426.0,90.0,0.0
2022,Rhode Island,Male,85 years and over,135.0,1494.0,115.0,0.0
2022,Rhode Island,Female,Under 1 year,0.0,13.0,0.0,0.0
2022,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0
2022,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0
2022,Rhode Island,Female,15-24 years,0.0,20.0,0.0,0.0
2022,Rhode Island,Female,25-34 years,0.0,60.0,0.0,0.0
2022,Rhode Island,Female,35-44 years,0.0,91.0,0.0,0.0
2022,Rhode Island,Female,45-54 years,0.0,178.0,12.0,0.0
2022,Rhode Island,Female,55-64 years,38.0,496.0,48.0,0.0
2022,Rhode Island,Female,65-74 years,64.0,901.0,61.0,0.0
2022,Rhode Island,Female,75-84 years,89.0,1338.0,77.0,0.0
2022,Rhode Island,Female,85 years and over,161.0,2379.0,134.0,0.0
2023,Rhode Island,Male,Under 1 year,0.0,21.0,0.0,0.0
2023,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0
2023,Rhode Island,Male,5-14 years,0.0,0.0,0.0,0.0
2023,Rhode Island,Male,15-24 years,0.0,44.0,0.0,0.0
2023,Rhode Island,Male,25-34 years,0.0,90.0,0.0,0.0
2023,Rhode Island,Male,35-44 years,0.0,138.0,0.0,0.0
2023,Rhode Island,Male,45-54 years,0.0,203.0,0.0,0.0
2023,Rhode Island,Male,55-64 years,0.0,494.0,19.0,0.0
2023,Rhode Island,Male,65-74 years,18.0,847.0,28.0,0.0
2023,Rhode Island,Male,75-84 years,37.0,977.0,52.0,0.0
2023,Rhode Island,Male,85 years and over,36.0,993.0,60.0,0.0
2023,Rhode Island,Female,Under 1 year,0.0,21.0,0.0,0.0
2023,Rhode Island,Female,1-4 years,0.0,0.0,0.0,0.0
2023,Rhode Island,Female,5-14 years,0.0,0.0,0.0,0.0
2023,Rhode Island,Female,15-24 years,0.0,15.0,0.0,0.0
2023,Rhode Island,Female,25-34 years,0.0,34.0,0.0,0.0
2023,Rhode Island,Female,35-44 years,0.0,65.0,0.0,0.0
2023,Rhode Island,Female,45-54 years,0.0,120.0,0.0,0.0
2023,Rhode Island,Female,55-64 years,0.0,317.0,10.0,0.0
2023,Rhode Island,Female,65-74 years,0.0,621.0,39.0,0.0
2023,Rhode Island,Female,75-84 years,13.0,962.0,45.0,0.0
2023,Rhode Island,Female,85 years and over,48.0,1625.0,72.0,0.0
2021,South Carolina,Female,75-84 years,980.0,7548.0,747.0,0.0
2020,South Carolina,Male,Under 1 year,0.0,190.0,0.0,0.0
2020,South Carolina,Male,1-4 years,0.0,28.0,0.0,0.0
2020,South Carolina,Male,5-14 years,0.0,59.0,0.0,0.0
2020,South Carolina,Male,15-24 years,0.0,591.0,0.0,0.0
2020,South Carolina,Male,25-34 years,15.0,1008.0,23.0,0.0
2020,South Carolina,Male,35-44 years,68.0,1275.0,54.0,0.0
2020,South Carolina,Male,45-54 years,128.0,2339.0,156.0,11.0
2020,South Carolina,Male,55-64 years,395.0,5179.0,449.0,12.0
2020,South Carolina,Male,65-74 years,764.0,7557.0,762.0,17.0
2020,South Carolina,Male,75-84 years,984.0,7912.0,914.0,19.0
2020,South Carolina,Male,85 years and over,616.0,5620.0,609.0,0.0
2020,South Carolina,Female,Under 1 year,0.0,144.0,0.0,0.0
2020,South Carolina,Female,1-4 years,0.0,24.0,0.0,0.0
2020,South Carolina,Female,5-14 years,0.0,38.0,0.0,0.0
2020,South Carolina,Female,15-24 years,0.0,193.0,0.0,0.0
2020,South Carolina,Female,25-34 years,14.0,454.0,24.0,0.0
2020,South Carolina,Female,35-44 years,35.0,773.0,37.0,0.0
2020,South Carolina,Female,45-54 years,86.0,1445.0,118.0,12.0
2020,South Carolina,Female,55-64 years,310.0,3427.0,328.0,14.0
2020,South Carolina,Female,65-74 years,599.0,5538.0,575.0,11.0
2020,South Carolina,Female,75-84 years,762.0,7121.0,671.0,17.0
2020,South Carolina,Female,85 years and over,917.0,9367.0,752.0,13.0
2023,South Dakota,Male,Under 1 year,0.0,27.0,0.0,0.0
2021,South Carolina,Male,Under 1 year,0.0,204.0,0.0,0.0
2021,South Carolina,Male,1-4 years,0.0,31.0,0.0,0.0
2021,South Carolina,Male,5-14 years,0.0,65.0,0.0,0.0
2021,South Carolina,Male,15-24 years,22.0,635.0,14.0,0.0
2021,South Carolina,Male,25-34 years,73.0,1160.0,40.0,0.0
2021,South Carolina,Male,35-44 years,195.0,1608.0,105.0,0.0
2021,South Carolina,Male,45-54 years,509.0,2675.0,295.0,0.0
2021,South Carolina,Male,55-64 years,952.0,5684.0,644.0,0.0
2021,South Carolina,Male,65-74 years,1449.0,8420.0,1032.0,0.0
2021,South Carolina,Male,75-84 years,1303.0,8172.0,959.0,0.0
2021,South Carolina,Male,85 years and over,748.0,5677.0,552.0,0.0
2021,South Carolina,Female,Under 1 year,0.0,191.0,0.0,0.0
2021,South Carolina,Female,1-4 years,0.0,43.0,0.0,0.0
2021,South Carolina,Female,5-14 years,0.0,58.0,0.0,0.0
2021,South Carolina,Female,15-24 years,15.0,233.0,11.0,0.0
2021,South Carolina,Female,25-34 years,56.0,536.0,34.0,0.0
2021,South Carolina,Female,35-44 years,164.0,896.0,105.0,0.0
2021,South Carolina,Female,45-54 years,367.0,1771.0,183.0,0.0
2021,South Carolina,Female,55-64 years,719.0,3817.0,477.0,0.0
2021,South Carolina,Female,65-74 years,1125.0,6163.0,737.0,0.0
2021,South Carolina,Female,85 years and over,806.0,8698.0,578.0,0.0
2022,South Carolina,Male,Under 1 year,0.0,193.0,0.0,0.0
2022,South Carolina,Male,1-4 years,0.0,39.0,0.0,0.0
2022,South Carolina,Male,5-14 years,0.0,82.0,0.0,0.0
2022,South Carolina,Male,15-24 years,0.0,541.0,10.0,0.0
2022,South Carolina,Male,25-34 years,20.0,1067.0,22.0,0.0
2022,South Carolina,Male,35-44 years,64.0,1439.0,48.0,0.0
2022,South Carolina,Male,45-54 years,135.0,2204.0,137.0,0.0
2022,South Carolina,Male,55-64 years,324.0,4904.0,348.0,11.0
2022,South Carolina,Male,65-74 years,622.0,7534.0,664.0,0.0
2022,South Carolina,Male,75-84 years,744.0,8083.0,759.0,19.0
2022,South Carolina,Male,85 years and over,551.0,5553.0,488.0,14.0
2022,South Carolina,Female,Under 1 year,0.0,169.0,0.0,0.0
2022,South Carolina,Female,1-4 years,0.0,31.0,0.0,0.0
2022,South Carolina,Female,5-14 years,0.0,48.0,0.0,0.0
2022,South Carolina,Female,15-24 years,0.0,198.0,0.0,0.0
2022,South Carolina,Female,25-34 years,22.0,447.0,21.0,0.0
2022,South Carolina,Female,35-44 years,41.0,791.0,36.0,0.0
2022,South Carolina,Female,45-54 years,113.0,1426.0,103.0,0.0
2022,South Carolina,Female,55-64 years,243.0,3319.0,297.0,11.0
2022,South Carolina,Female,65-74 years,456.0,5618.0,510.0,21.0
2022,South Carolina,Female,75-84 years,587.0,7441.0,597.0,21.0
2022,South Carolina,Female,85 years and over,621.0,8858.0,518.0,10.0
2020,Tennessee,Male,65-74 years,1141.0,10958.0,1349.0,38.0
2023,South Carolina,Male,Under 1 year,0.0,136.0,0.0,0.0
2023,South Carolina,Male,1-4 years,0.0,28.0,0.0,0.0
2023,South Carolina,Male,5-14 years,0.0,52.0,0.0,0.0
2023,South Carolina,Male,15-24 years,0.0,345.0,0.0,0.0
2023,South Carolina,Male,25-34 years,0.0,687.0,16.0,0.0
2023,South Carolina,Male,35-44 years,0.0,899.0,23.0,0.0
2023,South Carolina,Male,45-54 years,27.0,1434.0,58.0,0.0
2023,South Carolina,Male,55-64 years,48.0,3251.0,157.0,0.0
2023,South Carolina,Male,65-74 years,128.0,4943.0,337.0,0.0
2023,South Carolina,Male,75-84 years,191.0,5495.0,369.0,0.0
2023,South Carolina,Male,85 years and over,138.0,3761.0,234.0,0.0
2023,South Carolina,Female,Under 1 year,0.0,116.0,0.0,0.0
2023,South Carolina,Female,1-4 years,0.0,28.0,0.0,0.0
2023,South Carolina,Female,5-14 years,0.0,32.0,0.0,0.0
2023,South Carolina,Female,15-24 years,0.0,105.0,0.0,0.0
2020,Tennessee,Male,75-84 years,1369.0,11315.0,1539.0,19.0
2023,South Carolina,Female,25-34 years,0.0,297.0,10.0,0.0
2023,South Carolina,Female,35-44 years,0.0,503.0,16.0,0.0
2023,South Carolina,Female,45-54 years,10.0,919.0,38.0,0.0
2023,South Carolina,Female,55-64 years,39.0,2037.0,113.0,0.0
2023,South Carolina,Female,65-74 years,96.0,3704.0,229.0,0.0
2023,South Carolina,Female,75-84 years,170.0,5201.0,322.0,0.0
2023,South Carolina,Female,85 years and over,199.0,5854.0,301.0,13.0
2020,South Dakota,Male,Under 1 year,0.0,33.0,0.0,0.0
2020,Tennessee,Male,85 years and over,897.0,7907.0,1038.0,13.0
2020,South Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2020,South Dakota,Male,5-14 years,0.0,13.0,0.0,0.0
2020,South Dakota,Male,15-24 years,0.0,80.0,0.0,0.0
2020,South Dakota,Male,25-34 years,0.0,138.0,0.0,0.0
2020,South Dakota,Male,35-44 years,0.0,198.0,0.0,0.0
2020,South Dakota,Male,45-54 years,29.0,287.0,31.0,0.0
2020,South Dakota,Male,55-64 years,98.0,711.0,97.0,0.0
2020,South Dakota,Male,65-74 years,181.0,1132.0,164.0,0.0
2020,South Dakota,Male,75-84 years,268.0,1317.0,208.0,0.0
2020,South Dakota,Male,85 years and over,323.0,1495.0,210.0,0.0
2020,South Dakota,Female,Under 1 year,0.0,43.0,0.0,0.0
2020,South Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2020,South Dakota,Female,5-14 years,0.0,0.0,0.0,0.0
2020,South Dakota,Female,15-24 years,0.0,30.0,0.0,0.0
2020,South Dakota,Female,25-34 years,0.0,48.0,0.0,0.0
2020,South Dakota,Female,35-44 years,0.0,105.0,0.0,0.0
2020,South Dakota,Female,45-54 years,29.0,167.0,20.0,0.0
2020,South Dakota,Female,55-64 years,54.0,462.0,63.0,0.0
2020,South Dakota,Female,65-74 years,144.0,766.0,120.0,0.0
2020,South Dakota,Female,75-84 years,176.0,1014.0,126.0,0.0
2020,South Dakota,Female,85 years and over,386.0,2066.0,178.0,0.0
2021,South Dakota,Male,Under 1 year,0.0,36.0,0.0,0.0
2021,South Dakota,Male,1-4 years,0.0,11.0,0.0,0.0
2021,South Dakota,Male,5-14 years,0.0,15.0,0.0,0.0
2021,South Dakota,Male,15-24 years,0.0,100.0,0.0,0.0
2021,South Dakota,Male,25-34 years,0.0,141.0,0.0,0.0
2021,South Dakota,Male,35-44 years,24.0,231.0,25.0,0.0
2021,South Dakota,Male,45-54 years,39.0,333.0,39.0,0.0
2021,South Dakota,Male,55-64 years,91.0,739.0,86.0,0.0
2021,South Dakota,Male,65-74 years,136.0,1126.0,161.0,0.0
2021,South Dakota,Male,75-84 years,131.0,1133.0,142.0,0.0
2021,South Dakota,Male,85 years and over,123.0,1156.0,132.0,0.0
2021,South Dakota,Female,Under 1 year,0.0,41.0,0.0,0.0
2021,South Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2021,South Dakota,Female,5-14 years,0.0,13.0,0.0,0.0
2021,South Dakota,Female,15-24 years,0.0,36.0,0.0,0.0
2021,South Dakota,Female,25-34 years,0.0,74.0,0.0,0.0
2021,South Dakota,Female,35-44 years,10.0,124.0,10.0,0.0
2021,South Dakota,Female,45-54 years,34.0,238.0,29.0,0.0
2021,South Dakota,Female,55-64 years,58.0,460.0,67.0,0.0
2021,South Dakota,Female,65-74 years,118.0,778.0,137.0,0.0
2021,South Dakota,Female,75-84 years,88.0,930.0,113.0,0.0
2021,South Dakota,Female,85 years and over,115.0,1685.0,120.0,0.0
2022,Tennessee,Male,85 years and over,789.0,7498.0,771.0,18.0
2022,South Dakota,Male,Under 1 year,0.0,46.0,0.0,0.0
2022,South Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2022,South Dakota,Male,5-14 years,0.0,13.0,0.0,0.0
2022,South Dakota,Male,15-24 years,0.0,84.0,0.0,0.0
2022,South Dakota,Male,25-34 years,0.0,147.0,0.0,0.0
2022,South Dakota,Male,35-44 years,10.0,214.0,16.0,0.0
2022,South Dakota,Male,45-54 years,15.0,298.0,27.0,0.0
2022,South Dakota,Male,55-64 years,41.0,619.0,63.0,0.0
2022,South Dakota,Male,65-74 years,77.0,1097.0,106.0,0.0
2022,South Dakota,Male,75-84 years,105.0,1154.0,111.0,0.0
2022,South Dakota,Male,85 years and over,92.0,1129.0,102.0,0.0
2022,South Dakota,Female,Under 1 year,0.0,46.0,0.0,0.0
2022,South Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2022,South Dakota,Female,5-14 years,0.0,11.0,0.0,0.0
2022,South Dakota,Female,15-24 years,0.0,37.0,0.0,0.0
2022,South Dakota,Female,25-34 years,0.0,84.0,0.0,0.0
2022,South Dakota,Female,35-44 years,0.0,125.0,15.0,0.0
2022,South Dakota,Female,45-54 years,15.0,191.0,19.0,0.0
2022,South Dakota,Female,55-64 years,33.0,437.0,49.0,0.0
2022,South Dakota,Female,65-74 years,59.0,707.0,73.0,0.0
2022,South Dakota,Female,75-84 years,67.0,1012.0,88.0,0.0
2022,South Dakota,Female,85 years and over,99.0,1701.0,108.0,12.0
2023,South Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2023,South Dakota,Male,5-14 years,0.0,0.0,0.0,0.0
2023,South Dakota,Male,15-24 years,0.0,37.0,0.0,0.0
2023,South Dakota,Male,25-34 years,0.0,82.0,0.0,0.0
2023,South Dakota,Male,35-44 years,0.0,122.0,0.0,0.0
2023,South Dakota,Male,45-54 years,0.0,175.0,0.0,0.0
2023,South Dakota,Male,55-64 years,11.0,386.0,26.0,0.0
2023,South Dakota,Male,65-74 years,0.0,669.0,46.0,0.0
2023,South Dakota,Male,75-84 years,23.0,818.0,75.0,0.0
2023,South Dakota,Male,85 years and over,29.0,736.0,61.0,0.0
2023,South Dakota,Female,Under 1 year,0.0,18.0,0.0,0.0
2023,South Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2023,South Dakota,Female,5-14 years,0.0,0.0,0.0,0.0
2023,South Dakota,Female,15-24 years,0.0,22.0,0.0,0.0
2023,South Dakota,Female,25-34 years,0.0,50.0,0.0,0.0
2023,South Dakota,Female,35-44 years,0.0,75.0,0.0,0.0
2023,South Dakota,Female,45-54 years,0.0,109.0,10.0,0.0
2023,South Dakota,Female,55-64 years,0.0,254.0,14.0,0.0
2023,South Dakota,Female,65-74 years,0.0,455.0,37.0,0.0
2023,South Dakota,Female,75-84 years,22.0,646.0,44.0,0.0
2023,South Dakota,Female,85 years and over,30.0,1064.0,76.0,0.0
2020,Tennessee,Male,Under 1 year,0.0,343.0,10.0,0.0
2020,Tennessee,Male,1-4 years,0.0,60.0,0.0,0.0
2020,Tennessee,Male,5-14 years,0.0,106.0,0.0,0.0
2020,Tennessee,Male,15-24 years,0.0,769.0,14.0,0.0
2020,Tennessee,Male,25-34 years,32.0,1547.0,45.0,0.0
2020,Tennessee,Male,35-44 years,82.0,2147.0,93.0,0.0
2020,Tennessee,Male,45-54 years,229.0,3647.0,278.0,10.0
2020,Tennessee,Male,55-64 years,599.0,7894.0,760.0,29.0
2020,Tennessee,Female,Under 1 year,0.0,231.0,0.0,0.0
2020,Tennessee,Female,1-4 years,0.0,45.0,0.0,0.0
