Year,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2023,New York,Female,5-14 years,0.0,35.0,0.0,0.0
2023,New York,Female,15-24 years,0.0,150.0,0.0,0.0
2023,New York,Female,25-34 years,0.0,386.0,21.0,0.0
2023,New York,Female,35-44 years,11.0,677.0,27.0,0.0
2023,New York,Female,45-54 years,24.0,1224.0,65.0,0.0
2023,New York,Female,55-64 years,60.0,3258.0,229.0,0.0
2023,New York,Female,65-74 years,137.0,6021.0,451.0,12.0
2020,New York City,Male,Under 1 year,0.0,212.0,0.0,0.0
2020,New York City,Male,1-4 years,0.0,31.0,0.0,0.0
2020,New York City,Male,5-14 years,0.0,61.0,0.0,0.0
2020,New York City,Male,15-24 years,27.0,433.0,16.0,0.0
2020,New York City,Male,25-34 years,127.0,1129.0,75.0,0.0
2020,New York City,Male,35-44 years,427.0,1831.0,177.0,28.0
2020,New York City,Male,45-54 years,1050.0,3483.0,532.0,79.0
2020,New York City,Male,55-64 years,2371.0,7365.0,1229.0,157.0
2020,New York City,Male,65-74 years,3503.0,9942.0,1866.0,143.0
2020,New York City,Male,75-84 years,3371.0,10157.0,1986.0,113.0
2020,New York City,Male,85 years and over,2302.0,9041.0,1552.0,84.0
2020,New York City,Female,Under 1 year,0.0,176.0,0.0,0.0
2020,New York City,Female,1-4 years,0.0,15.0,0.0,0.0
2020,New York City,Female,5-14 years,0.0,44.0,0.0,0.0
2020,New York City,Female,15-24 years,10.0,164.0,0.0,0.0
2020,New York City,Female,25-34 years,63.0,421.0,33.0,0.0
2020,New York City,Female,35-44 years,119.0,772.0,72.0,0.0
2020,New York City,Female,45-54 years,414.0,1748.0,240.0,33.0
2020,New York City,Female,55-64 years,1131.0,4155.0,648.0,71.0
2020,New York City,Female,65-74 years,1897.0,6683.0,1066.0,92.0
2020,New York City,Female,75-84 years,2459.0,9047.0,1509.0,92.0
2020,New York City,Female,85 years and over,2997.0,15233.0,1940.0,99.0
2021,New York City,Male,Under 1 year,0.0,213.0,0.0,0.0
2021,New York City,Male,1-4 years,0.0,43.0,0.0,0.0
2021,New York City,Male,5-14 years,0.0,58.0,0.0,0.0
2021,New York City,Male,15-24 years,0.0,380.0,0.0,0.0
2021,New York City,Male,25-34 years,52.0,1014.0,32.0,0.0
2021,New York City,Male,35-44 years,148.0,1607.0,84.0,0.0
2021,New York City,Male,45-54 years,353.0,2682.0,215.0,0.0
2021,New York City,Male,55-64 years,837.0,5737.0,640.0,0.0
2021,New York City,Male,65-74 years,1268.0,7388.0,908.0,0.0
2021,New York City,Male,75-84 years,1274.0,7089.0,956.0,0.0
2021,New York City,Male,85 years and over,1070.0,6736.0,938.0,0.0
2021,New York City,Female,Under 1 year,0.0,185.0,0.0,0.0
2021,New York City,Female,1-4 years,0.0,29.0,0.0,0.0
2021,New York City,Female,5-14 years,0.0,55.0,0.0,0.0
2021,New York City,Female,15-24 years,0.0,127.0,0.0,0.0
2021,New York City,Female,25-34 years,34.0,422.0,24.0,0.0
2021,New York City,Female,35-44 years,83.0,756.0,61.0,0.0
2021,New York City,Female,45-54 years,190.0,1494.0,148.0,0.0
2021,New York City,Female,55-64 years,494.0,3428.0,362.0,0.0
2021,New York City,Female,65-74 years,924.0,5574.0,688.0,0.0
2021,New York City,Female,75-84 years,1057.0,7175.0,777.0,0.0
2021,New York City,Female,85 years and over,1251.0,11356.0,1104.0,0.0
2022,New York City,Male,Under 1 year,0.0,233.0,0.0,0.0
2022,New York City,Male,1-4 years,0.0,37.0,0.0,0.0
2022,New York City,Male,5-14 years,0.0,88.0,0.0,0.0
2022,New York City,Male,15-24 years,0.0,361.0,11.0,0.0
2022,New York City,Male,25-34 years,31.0,1030.0,25.0,0.0
2022,New York City,Male,35-44 years,58.0,1620.0,60.0,0.0
2022,New York City,Male,45-54 years,156.0,2535.0,144.0,0.0
2022,New York City,Male,55-64 years,361.0,5121.0,374.0,0.0
2022,New York City,Male,65-74 years,624.0,6831.0,694.0,15.0
2022,New York City,Male,75-84 years,798.0,7056.0,824.0,17.0
2022,New York City,Male,85 years and over,932.0,6722.0,836.0,16.0
2022,New York City,Female,Under 1 year,0.0,194.0,0.0,0.0
2022,New York City,Female,1-4 years,0.0,39.0,0.0,0.0
2022,New York City,Female,5-14 years,0.0,55.0,0.0,0.0
2022,New York City,Female,15-24 years,0.0,134.0,0.0,0.0
2022,New York City,Female,25-34 years,13.0,397.0,16.0,0.0
2022,New York City,Female,35-44 years,37.0,726.0,25.0,0.0
2022,New York City,Female,45-54 years,86.0,1346.0,75.0,0.0
2022,New York City,Female,55-64 years,243.0,3033.0,237.0,10.0
2022,New York City,Female,65-74 years,458.0,4852.0,429.0,15.0
2022,New York City,Female,75-84 years,741.0,6921.0,694.0,0.0
2022,New York City,Female,85 years and over,1275.0,11265.0,1062.0,30.0
2023,New York City,Male,Under 1 year,0.0,150.0,0.0,0.0
2023,New York City,Male,1-4 years,0.0,33.0,0.0,0.0
2023,New York City,Male,5-14 years,0.0,52.0,0.0,0.0
2023,New York City,Male,15-24 years,0.0,274.0,0.0,0.0
2023,New York City,Male,25-34 years,0.0,673.0,19.0,0.0
2023,New York City,Male,35-44 years,0.0,1114.0,26.0,0.0
2023,New York City,Male,45-54 years,20.0,1623.0,73.0,0.0
2023,New York City,Male,55-64 years,39.0,3476.0,194.0,0.0
2023,New York City,Male,65-74 years,76.0,4410.0,346.0,0.0
2023,New York City,Male,75-84 years,120.0,4560.0,421.0,0.0
2023,New York City,Male,85 years and over,174.0,4109.0,433.0,13.0
2023,New York City,Female,Under 1 year,0.0,130.0,0.0,0.0
2023,New York City,Female,1-4 years,0.0,20.0,0.0,0.0
2023,New York City,Female,5-14 years,0.0,47.0,0.0,0.0
2023,New York City,Female,15-24 years,0.0,126.0,0.0,0.0
2023,New York City,Female,25-34 years,0.0,277.0,12.0,0.0
2023,New York City,Female,35-44 years,0.0,461.0,21.0,0.0
2023,New York City,Female,45-54 years,11.0,899.0,40.0,0.0
2023,New York City,Female,55-64 years,35.0,1999.0,125.0,0.0
2023,New York City,Female,65-74 years,86.0,3126.0,213.0,0.0
2023,New York City,Female,75-84 years,132.0,4536.0,392.0,0.0
2023,New York City,Female,85 years and over,261.0,7077.0,564.0,13.0
2020,North Carolina,Male,Under 1 year,0.0,448.0,0.0,0.0
2020,North Carolina,Male,1-4 years,0.0,65.0,0.0,0.0
2020,North Carolina,Male,5-14 years,0.0,121.0,0.0,0.0
2020,North Carolina,Male,15-24 years,0.0,1003.0,0.0,0.0
2020,North Carolina,Male,25-34 years,30.0,1874.0,38.0,0.0
2020,North Carolina,Male,35-44 years,92.0,2258.0,76.0,0.0
2020,North Carolina,Male,45-54 years,246.0,4072.0,246.0,12.0
2020,North Carolina,Male,55-64 years,586.0,8893.0,678.0,38.0
2020,North Carolina,Male,65-74 years,1137.0,13070.0,1344.0,28.0
2020,North Carolina,Male,75-84 years,1364.0,13954.0,1578.0,26.0
2020,North Carolina,Male,85 years and over,1032.0,10845.0,1164.0,23.0
2020,North Carolina,Female,Under 1 year,0.0,351.0,0.0,0.0
2020,North Carolina,Female,1-4 years,0.0,46.0,0.0,0.0
2020,North Carolina,Female,5-14 years,0.0,80.0,0.0,0.0
2020,North Carolina,Female,15-24 years,0.0,370.0,0.0,0.0
2020,North Carolina,Female,25-34 years,20.0,795.0,38.0,0.0
2020,North Carolina,Female,35-44 years,41.0,1269.0,69.0,0.0
2020,North Carolina,Female,45-54 years,148.0,2617.0,183.0,14.0
2020,North Carolina,Female,55-64 years,356.0,5817.0,484.0,24.0
2020,North Carolina,Female,65-74 years,842.0,9764.0,993.0,39.0
2020,North Carolina,Female,75-84 years,1180.0,13713.0,1257.0,27.0
2020,North Carolina,Female,85 years and over,1705.0,18666.0,1558.0,31.0
2021,North Carolina,Male,Under 1 year,0.0,465.0,0.0,0.0
2021,North Carolina,Male,1-4 years,0.0,62.0,0.0,0.0
2021,North Carolina,Male,5-14 years,0.0,109.0,0.0,0.0
2021,North Carolina,Male,15-24 years,26.0,1056.0,22.0,0.0
2021,North Carolina,Male,25-34 years,127.0,2162.0,100.0,0.0
2021,North Carolina,Male,35-44 years,320.0,2764.0,232.0,0.0
2021,North Carolina,Male,45-54 years,812.0,4848.0,629.0,0.0
2021,North Carolina,Male,55-64 years,1573.0,10220.0,1425.0,0.0
2021,North Carolina,Male,65-74 years,2105.0,14598.0,2057.0,0.0
2021,North Carolina,Male,75-84 years,1967.0,14768.0,2071.0,0.0
2021,North Carolina,Male,85 years and over,1302.0,11140.0,1366.0,0.0
2021,North Carolina,Female,Under 1 year,0.0,350.0,0.0,0.0
2021,North Carolina,Female,1-4 years,0.0,53.0,0.0,0.0
2021,North Carolina,Female,5-14 years,0.0,74.0,0.0,0.0
2021,North Carolina,Female,15-24 years,27.0,405.0,15.0,0.0
2021,North Carolina,Female,25-34 years,101.0,986.0,77.0,0.0
2021,North Carolina,Female,35-44 years,240.0,1644.0,184.0,0.0
2021,North Carolina,Female,45-54 years,471.0,2941.0,416.0,0.0
2021,North Carolina,Female,55-64 years,1171.0,6891.0,1032.0,0.0
2021,North Carolina,Female,65-74 years,1617.0,11146.0,1584.0,0.0
2021,North Carolina,Female,75-84 years,1719.0,14264.0,1625.0,0.0
2021,North Carolina,Female,85 years and over,1650.0,17996.0,1522.0,0.0
2022,North Carolina,Male,Under 1 year,0.0,425.0,0.0,0.0
2022,North Carolina,Male,1-4 years,0.0,106.0,0.0,0.0
2022,North Carolina,Male,5-14 years,0.0,143.0,0.0,0.0
2022,North Carolina,Male,15-24 years,11.0,1005.0,15.0,0.0
2022,North Carolina,Male,25-34 years,42.0,2023.0,46.0,0.0
2022,North Carolina,Male,35-44 years,82.0,2597.0,90.0,0.0
2022,North Carolina,Male,45-54 years,247.0,4344.0,262.0,12.0
2022,North Carolina,Male,55-64 years,654.0,9112.0,745.0,24.0
2022,North Carolina,Male,65-74 years,1057.0,13473.0,1288.0,32.0
2022,North Carolina,Male,75-84 years,1289.0,14956.0,1558.0,33.0
2022,North Carolina,Male,85 years and over,997.0,10951.0,1095.0,34.0
2022,North Carolina,Female,Under 1 year,0.0,375.0,0.0,0.0
2022,North Carolina,Female,1-4 years,0.0,82.0,0.0,0.0
2022,North Carolina,Female,5-14 years,0.0,98.0,0.0,0.0
2022,North Carolina,Female,15-24 years,12.0,383.0,12.0,0.0
2022,North Carolina,Female,25-34 years,30.0,903.0,34.0,0.0
2022,North Carolina,Female,35-44 years,84.0,1453.0,85.0,0.0
2022,North Carolina,Female,45-54 years,221.0,2654.0,215.0,13.0
2022,North Carolina,Female,55-64 years,488.0,5999.0,596.0,23.0
2022,North Carolina,Female,65-74 years,833.0,10372.0,1033.0,33.0
2022,North Carolina,Female,75-84 years,1050.0,14320.0,1242.0,38.0
2022,North Carolina,Female,85 years and over,1270.0,17763.0,1304.0,50.0
2023,North Carolina,Male,Under 1 year,0.0,281.0,0.0,0.0
2023,North Carolina,Male,1-4 years,0.0,59.0,0.0,0.0
2023,North Carolina,Male,5-14 years,0.0,85.0,0.0,0.0
2023,North Carolina,Male,15-24 years,0.0,668.0,0.0,0.0
2023,North Carolina,Male,25-34 years,0.0,1305.0,17.0,0.0
2023,North Carolina,Male,35-44 years,0.0,1737.0,43.0,0.0
2023,North Carolina,Male,45-54 years,25.0,2701.0,92.0,0.0
2023,North Carolina,Male,55-64 years,78.0,5724.0,337.0,0.0
2023,North Carolina,Male,85 years and over,297.0,7272.0,634.0,0.0
2023,North Carolina,Female,Under 1 year,0.0,239.0,0.0,0.0
2023,North Carolina,Female,1-4 years,0.0,39.0,0.0,0.0
2023,North Carolina,Female,5-14 years,0.0,73.0,0.0,0.0
2023,North Carolina,Female,15-24 years,0.0,239.0,0.0,0.0
2023,North Carolina,Female,25-34 years,0.0,576.0,15.0,0.0
2023,North Carolina,Female,35-44 years,11.0,898.0,34.0,0.0
2023,North Carolina,Female,45-54 years,17.0,1664.0,78.0,0.0
2023,North Carolina,Female,55-64 years,79.0,3899.0,283.0,0.0
2023,North Carolina,Female,65-74 years,162.0,6781.0,452.0,12.0
2023,North Carolina,Female,75-84 years,311.0,9665.0,690.0,19.0
2023,North Carolina,Female,85 years and over,430.0,12022.0,735.0,20.0
2020,North Dakota,Male,Under 1 year,0.0,33.0,0.0,0.0
2020,North Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2020,North Dakota,Male,5-14 years,0.0,14.0,0.0,0.0
2020,North Dakota,Male,15-24 years,0.0,69.0,0.0,0.0
2020,North Dakota,Male,25-34 years,0.0,155.0,0.0,0.0
2020,North Dakota,Male,35-44 years,15.0,194.0,22.0,0.0
2020,North Dakota,Male,45-54 years,27.0,258.0,35.0,0.0
2020,North Dakota,Male,55-64 years,88.0,618.0,81.0,0.0
2020,North Dakota,Male,65-74 years,159.0,949.0,162.0,0.0
2020,North Dakota,Male,75-84 years,225.0,1143.0,212.0,0.0
2020,North Dakota,Male,85 years and over,316.0,1280.0,228.0,0.0
2020,North Dakota,Female,Under 1 year,0.0,22.0,0.0,0.0
2020,North Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2020,North Dakota,Female,5-14 years,0.0,0.0,0.0,0.0
2020,North Dakota,Female,15-24 years,0.0,33.0,0.0,0.0
2020,North Dakota,Female,25-34 years,0.0,49.0,0.0,0.0
2020,North Dakota,Female,35-44 years,0.0,76.0,0.0,0.0
2020,North Dakota,Female,45-54 years,12.0,148.0,12.0,0.0
2020,North Dakota,Female,55-64 years,35.0,376.0,40.0,0.0
2020,North Dakota,Female,65-74 years,84.0,596.0,102.0,0.0
2020,North Dakota,Female,75-84 years,183.0,951.0,146.0,0.0
2020,North Dakota,Female,85 years and over,355.0,1854.0,218.0,0.0
2021,North Dakota,Male,Under 1 year,0.0,19.0,0.0,0.0
2021,North Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2021,North Dakota,Male,5-14 years,0.0,0.0,0.0,0.0
2021,North Dakota,Male,15-24 years,0.0,83.0,0.0,0.0
2021,North Dakota,Male,25-34 years,0.0,145.0,0.0,0.0
2021,North Dakota,Male,35-44 years,23.0,208.0,17.0,0.0
2021,North Dakota,Male,45-54 years,47.0,290.0,42.0,0.0
2021,North Dakota,Male,55-64 years,117.0,680.0,102.0,0.0
2021,North Dakota,Male,65-74 years,152.0,964.0,162.0,0.0
2021,North Dakota,Male,75-84 years,127.0,1010.0,155.0,0.0
2021,North Dakota,Male,85 years and over,97.0,1012.0,122.0,0.0
2021,North Dakota,Female,Under 1 year,0.0,17.0,0.0,0.0
2021,North Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2021,North Dakota,Female,5-14 years,0.0,0.0,0.0,0.0
2021,North Dakota,Female,15-24 years,0.0,30.0,0.0,0.0
2021,North Dakota,Female,25-34 years,0.0,70.0,0.0,0.0
2021,North Dakota,Female,35-44 years,11.0,101.0,10.0,0.0
2021,North Dakota,Female,45-54 years,30.0,162.0,28.0,0.0
2021,North Dakota,Female,55-64 years,54.0,410.0,65.0,0.0
2021,North Dakota,Female,65-74 years,75.0,639.0,82.0,0.0
2021,North Dakota,Female,75-84 years,84.0,859.0,113.0,0.0
2021,North Dakota,Female,85 years and over,104.0,1388.0,138.0,0.0
2022,North Dakota,Male,Under 1 year,0.0,21.0,0.0,0.0
2022,North Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2022,North Dakota,Male,5-14 years,0.0,10.0,0.0,0.0
2022,North Dakota,Male,15-24 years,0.0,70.0,0.0,0.0
2022,North Dakota,Male,25-34 years,0.0,144.0,0.0,0.0
2022,North Dakota,Male,35-44 years,11.0,206.0,14.0,0.0
2022,North Dakota,Male,45-54 years,21.0,275.0,25.0,0.0
2022,North Dakota,Male,55-64 years,33.0,576.0,52.0,0.0
2022,North Dakota,Male,65-74 years,85.0,883.0,112.0,0.0
2022,North Dakota,Male,75-84 years,69.0,966.0,110.0,0.0
2022,North Dakota,Male,85 years and over,77.0,999.0,101.0,0.0
2022,North Dakota,Female,Under 1 year,0.0,18.0,0.0,0.0
2022,North Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2022,North Dakota,Female,5-14 years,0.0,0.0,0.0,0.0
2022,North Dakota,Female,15-24 years,0.0,32.0,0.0,0.0
2022,North Dakota,Female,25-34 years,0.0,59.0,0.0,0.0
2022,North Dakota,Female,35-44 years,0.0,114.0,0.0,0.0
2022,North Dakota,Female,45-54 years,0.0,159.0,11.0,0.0
2022,North Dakota,Female,55-64 years,15.0,337.0,26.0,0.0
2022,North Dakota,Female,65-74 years,46.0,584.0,67.0,0.0
2022,North Dakota,Female,75-84 years,66.0,806.0,76.0,0.0
2022,North Dakota,Female,85 years and over,94.0,1469.0,95.0,0.0
2023,North Dakota,Male,Under 1 year,0.0,19.0,0.0,0.0
2023,North Dakota,Male,1-4 years,0.0,0.0,0.0,0.0
2023,North Dakota,Male,5-14 years,0.0,0.0,0.0,0.0
2023,North Dakota,Male,15-24 years,0.0,41.0,0.0,0.0
2023,North Dakota,Male,25-34 years,0.0,83.0,0.0,0.0
2023,North Dakota,Male,35-44 years,0.0,102.0,0.0,0.0
2023,North Dakota,Male,45-54 years,0.0,183.0,12.0,0.0
2023,North Dakota,Male,55-64 years,0.0,353.0,24.0,0.0
2023,North Dakota,Male,65-74 years,0.0,595.0,50.0,0.0
2023,North Dakota,Male,75-84 years,17.0,694.0,60.0,0.0
2023,North Dakota,Male,85 years and over,22.0,709.0,53.0,0.0
2023,North Dakota,Female,Under 1 year,0.0,14.0,0.0,0.0
2023,North Dakota,Female,1-4 years,0.0,0.0,0.0,0.0
2023,North Dakota,Female,5-14 years,0.0,0.0,0.0,0.0
2023,North Dakota,Female,15-24 years,0.0,15.0,0.0,0.0
2023,North Dakota,Female,25-34 years,0.0,50.0,0.0,0.0
2023,North Dakota,Female,35-44 years,0.0,66.0,0.0,0.0
2023,North Dakota,Female,45-54 years,0.0,98.0,0.0,0.0
2023,North Dakota,Female,55-64 years,0.0,225.0,22.0,0.0
2023,North Dakota,Female,65-74 years,12.0,436.0,39.0,0.0
2023,North Dakota,Female,75-84 years,18.0,533.0,45.0,0.0
2023,North Dakota,Female,85 years and over,25.0,987.0,55.0,0.0
2020,Ohio,Male,Under 1 year,0.0,494.0,0.0,0.0
2020,Ohio,Male,1-4 years,0.0,90.0,0.0,0.0
2020,Ohio,Male,5-14 years,0.0,130.0,0.0,0.0
2020,Ohio,Male,15-24 years,0.0,962.0,14.0,0.0
2020,Ohio,Male,25-34 years,30.0,2157.0,48.0,0.0
2020,Ohio,Male,35-44 years,77.0,2736.0,104.0,0.0
2020,Ohio,Male,45-54 years,249.0,4696.0,272.0,15.0
2020,Ohio,Male,55-64 years,809.0,11222.0,881.0,32.0
2020,Ohio,Male,65-74 years,1846.0,16573.0,1774.0,42.0
2020,Ohio,Male,75-84 years,2483.0,17834.0,2137.0,28.0
2020,Ohio,Male,85 years and over,2300.0,16722.0,1797.0,20.0
2020,Ohio,Female,Under 1 year,0.0,422.0,0.0,0.0
2020,Ohio,Female,1-4 years,0.0,60.0,0.0,0.0
2020,Ohio,Female,5-14 years,0.0,89.0,0.0,0.0
2020,Ohio,Female,15-24 years,0.0,390.0,0.0,0.0
2020,Ohio,Female,25-34 years,20.0,1018.0,36.0,0.0
2020,Ohio,Female,35-44 years,54.0,1506.0,62.0,0.0
2020,Ohio,Female,45-54 years,136.0,3040.0,192.0,12.0
2020,Ohio,Female,55-64 years,486.0,7218.0,602.0,22.0
2020,Ohio,Female,65-74 years,1116.0,12139.0,1077.0,31.0
2020,Ohio,Female,75-84 years,2117.0,17385.0,1649.0,39.0
2020,Ohio,Female,85 years and over,3361.0,27063.0,2100.0,41.0
2021,Ohio,Male,Under 1 year,0.0,525.0,11.0,0.0
2021,Ohio,Male,1-4 years,0.0,104.0,0.0,0.0
2021,Ohio,Male,5-14 years,0.0,155.0,0.0,0.0
2021,Ohio,Male,15-24 years,31.0,985.0,26.0,0.0
2021,Ohio,Male,25-34 years,131.0,2282.0,108.0,0.0
2021,Ohio,Male,35-44 years,345.0,3292.0,256.0,0.0
2021,Ohio,Male,45-54 years,811.0,5284.0,643.0,0.0
2021,Ohio,Male,55-64 years,1855.0,12460.0,1560.0,0.0
2021,Ohio,Male,65-74 years,2861.0,18117.0,2469.0,0.0
2021,Ohio,Male,75-84 years,2927.0,18066.0,2543.0,0.0
2021,Ohio,Male,85 years and over,2163.0,15670.0,1778.0,0.0
2021,Ohio,Female,Under 1 year,0.0,430.0,0.0,0.0
2021,Ohio,Female,1-4 years,0.0,66.0,0.0,0.0
2021,Ohio,Female,5-14 years,0.0,92.0,0.0,0.0
2021,Ohio,Female,15-24 years,23.0,362.0,17.0,0.0
2021,Ohio,Female,25-34 years,95.0,1053.0,60.0,0.0
2021,Ohio,Female,35-44 years,232.0,1775.0,184.0,0.0
2021,Ohio,Female,45-54 years,575.0,3423.0,484.0,0.0
2021,Ohio,Female,55-64 years,1327.0,8148.0,1156.0,0.0
2021,Ohio,Female,65-74 years,2176.0,13589.0,1886.0,0.0
2021,Ohio,Female,75-84 years,2313.0,17195.0,1881.0,0.0
2021,Ohio,Female,85 years and over,2653.0,24492.0,1908.0,0.0
2022,Ohio,Male,Under 1 year,11.0,521.0,12.0,0.0
2022,Ohio,Male,1-4 years,0.0,93.0,0.0,0.0
2022,Ohio,Male,5-14 years,0.0,162.0,0.0,0.0
2022,Ohio,Male,15-24 years,13.0,908.0,15.0,0.0
2022,Ohio,Male,25-34 years,59.0,1991.0,50.0,0.0
2022,Ohio,Male,35-44 years,113.0,2762.0,118.0,0.0
2022,Ohio,Male,45-54 years,307.0,4602.0,306.0,0.0
2022,Ohio,Male,55-64 years,891.0,11004.0,902.0,30.0
2022,Ohio,Male,65-74 years,1590.0,16727.0,1548.0,40.0
2022,Ohio,Male,75-84 years,1799.0,17428.0,1645.0,36.0
2022,Ohio,Male,85 years and over,1513.0,15099.0,1291.0,39.0
2022,Ohio,Female,Under 1 year,0.0,434.0,14.0,0.0
2022,Ohio,Female,1-4 years,0.0,83.0,0.0,0.0
2022,Ohio,Female,5-14 years,0.0,99.0,0.0,0.0
2022,Ohio,Female,15-24 years,0.0,375.0,11.0,0.0
2022,Ohio,Female,25-34 years,37.0,903.0,27.0,0.0
2022,Ohio,Female,35-44 years,106.0,1612.0,100.0,0.0
2022,Ohio,Female,45-54 years,226.0,2807.0,240.0,13.0
2022,Ohio,Female,55-64 years,650.0,7161.0,640.0,32.0
2022,Ohio,Female,65-74 years,1151.0,12755.0,1206.0,38.0
2022,Ohio,Female,75-84 years,1512.0,17109.0,1345.0,59.0
2022,Ohio,Female,85 years and over,1971.0,23527.0,1411.0,48.0
2023,Ohio,Male,Under 1 year,0.0,324.0,0.0,0.0
2023,Ohio,Male,1-4 years,0.0,83.0,0.0,0.0
2023,Ohio,Male,5-14 years,0.0,103.0,0.0,0.0
2023,Ohio,Male,15-24 years,0.0,590.0,0.0,0.0
2023,Ohio,Male,25-34 years,0.0,1232.0,20.0,0.0
2023,Ohio,Male,35-44 years,12.0,1863.0,35.0,0.0
2023,Ohio,Male,45-54 years,24.0,2968.0,105.0,0.0
2023,Ohio,Male,55-64 years,71.0,6591.0,301.0,0.0
2023,Ohio,Male,65-74 years,234.0,10649.0,607.0,15.0
2023,Ohio,Male,75-84 years,317.0,11220.0,683.0,15.0
2023,Ohio,Male,85 years and over,377.0,9589.0,549.0,0.0
2023,Ohio,Female,Under 1 year,0.0,271.0,0.0,0.0
2023,Ohio,Female,1-4 years,0.0,49.0,0.0,0.0
2023,Ohio,Female,5-14 years,0.0,65.0,0.0,0.0
2023,Ohio,Female,15-24 years,0.0,243.0,0.0,0.0
2023,Ohio,Female,25-34 years,0.0,592.0,10.0,0.0
2023,Ohio,Female,35-44 years,0.0,1051.0,30.0,0.0
2023,Ohio,Female,45-54 years,23.0,1767.0,99.0,0.0
2023,Ohio,Female,55-64 years,77.0,4374.0,240.0,14.0
2023,Ohio,Female,65-74 years,192.0,7893.0,447.0,23.0
2023,Ohio,Female,75-84 years,299.0,11109.0,605.0,23.0
2023,Ohio,Female,85 years and over,470.0,15495.0,686.0,20.0
2020,Oklahoma,Male,Under 1 year,0.0,158.0,0.0,0.0
2020,Oklahoma,Male,1-4 years,0.0,39.0,0.0,0.0
2020,Oklahoma,Male,5-14 years,0.0,61.0,0.0,0.0
2020,Oklahoma,Male,15-24 years,0.0,338.0,0.0,0.0
2020,Oklahoma,Male,25-34 years,21.0,633.0,29.0,0.0
2020,Oklahoma,Male,35-44 years,51.0,972.0,64.0,0.0
2020,Oklahoma,Male,45-54 years,146.0,1697.0,146.0,11.0
2020,Oklahoma,Male,55-64 years,369.0,3971.0,375.0,15.0
2020,Oklahoma,Male,65-74 years,710.0,5726.0,712.0,15.0
2020,Oklahoma,Male,75-84 years,835.0,6019.0,845.0,15.0
2020,Oklahoma,Male,85 years and over,703.0,4776.0,647.0,0.0
2020,Oklahoma,Female,Under 1 year,0.0,115.0,0.0,0.0
2020,Oklahoma,Female,1-4 years,0.0,24.0,0.0,0.0
2020,Oklahoma,Female,5-14 years,0.0,49.0,0.0,0.0
2020,Oklahoma,Female,15-24 years,0.0,144.0,0.0,0.0
2020,Oklahoma,Female,25-34 years,12.0,292.0,18.0,0.0
2020,Oklahoma,Female,35-44 years,36.0,542.0,34.0,0.0
2020,Oklahoma,Female,45-54 years,93.0,1062.0,95.0,0.0
2020,Oklahoma,Female,55-64 years,248.0,2597.0,313.0,16.0
2020,Oklahoma,Female,65-74 years,525.0,4450.0,571.0,17.0
2020,Oklahoma,Female,75-84 years,672.0,5605.0,628.0,17.0
2020,Oklahoma,Female,85 years and over,817.0,7156.0,622.0,17.0
2021,Oklahoma,Male,Under 1 year,0.0,164.0,0.0,0.0
2021,Oklahoma,Male,1-4 years,0.0,23.0,0.0,0.0
2021,Oklahoma,Male,5-14 years,0.0,72.0,0.0,0.0
2021,Oklahoma,Male,15-24 years,24.0,408.0,28.0,0.0
2021,Oklahoma,Male,25-34 years,63.0,714.0,46.0,0.0
2021,Oklahoma,Male,35-44 years,186.0,1193.0,129.0,0.0
2021,Oklahoma,Male,45-54 years,438.0,2056.0,285.0,0.0
2021,Oklahoma,Male,55-64 years,871.0,4579.0,697.0,0.0
2021,Oklahoma,Male,65-74 years,1086.0,6310.0,931.0,0.0
2021,Oklahoma,Male,75-84 years,1030.0,6283.0,925.0,0.0
2021,Oklahoma,Male,85 years and over,654.0,4437.0,572.0,0.0
2021,Oklahoma,Female,Under 1 year,0.0,165.0,0.0,0.0
2021,Oklahoma,Female,1-4 years,0.0,21.0,0.0,0.0
2021,Oklahoma,Female,5-14 years,0.0,42.0,0.0,0.0
2021,Oklahoma,Female,15-24 years,14.0,156.0,0.0,0.0
2021,Oklahoma,Female,25-34 years,55.0,322.0,40.0,0.0
2021,Oklahoma,Female,35-44 years,140.0,700.0,97.0,0.0
2021,Oklahoma,Female,45-54 years,310.0,1325.0,229.0,0.0
2021,Oklahoma,Female,55-64 years,537.0,2932.0,489.0,0.0
